"Supply","Demand","period","newsupply"
489,225,1643,703
214,100,1644,0
412,190,1645,714
302,140,1646,0
643,295,1647,1066
423,195,1648,0
654,300,1649,1275
621,285,1650,0
566,260,1651,912
346,160,1652,0
258,120,1653,879
621,285,1654,0
643,295,1655,1176
533,245,1656,0
302,140,1657,516
214,100,1658,0
247,115,1659,648
401,185,1660,0
357,165,1661,615
258,120,1662,0
258,120,1663,582
324,150,1664,0
478,220,1665,912
434,200,1666,0
225,105,1667,978
753,345,1668,0
423,195,1669,637
214,100,1670,0
225,105,1671,538
313,145,1672,0
258,120,1673,593
335,155,1674,0
841,385,1675,1253
412,190,1676,0
434,200,1677,769
335,155,1678,0
621,285,1679,912
291,135,1680,0
247,115,1681,549
302,140,1682,0
247,115,1683,505
258,120,1684,0
236,110,1685,483
247,115,1686,0
654,300,1687,1066
412,190,1688,0
434,200,1689,835
401,185,1690,0
302,140,1691,604
302,140,1692,0
401,185,1693,571
170,80,1694,0
599,275,1695,780
181,85,1696,0
335,155,1697,593
258,120,1698,0
401,185,1699,791
390,180,1700,0
368,170,1701,538
170,80,1702,0
203,95,1703,604
401,185,1704,0
566,260,1705,1055
489,225,1706,0
599,275,1707,1011
412,190,1708,0
225,105,1709,637
412,190,1710,0
401,185,1711,637
236,110,1712,0
643,295,1713,1209
566,260,1714,0
368,170,1715,791
423,195,1716,0
170,80,1717,406
236,110,1718,0
1083,495,1719,1330
247,115,1720,0
313,145,1721,681
368,170,1722,0
170,80,1723,505
335,155,1724,0
214,100,1725,483
269,125,1726,0
434,200,1727,725
291,135,1728,0
401,185,1729,670
269,125,1730,0
434,200,1731,703
269,125,1732,0
335,155,1733,505
170,80,1734,0
269,125,1735,417
148,70,1736,0
247,115,1737,450
203,95,1738,0
368,170,1739,769
401,185,1740,0
368,170,1741,769
401,185,1742,0
401,185,1743,802
401,185,1744,0
214,100,1745,1055
841,385,1746,0
225,105,1747,736
511,235,1748,0
225,105,1749,714
489,225,1750,0
335,155,1751,824
489,225,1752,0
335,155,1753,681
346,160,1754,0
335,155,1755,648
313,145,1756,0
324,150,1757,857
533,245,1758,0
214,100,1759,1297
1083,495,1760,0
423,195,1761,1264
841,385,1762,0
170,80,1763,571
401,185,1764,0
269,125,1765,692
423,195,1766,0
269,125,1767,615
346,160,1768,0
269,125,1769,747
478,220,1770,0
302,140,1771,538
236,110,1772,0
258,120,1773,483
225,105,1774,0
489,225,1775,802
313,145,1776,0
368,170,1777,538
170,80,1778,0
236,110,1779,604
368,170,1780,0
709,325,1781,978
269,125,1782,0
412,190,1783,681
269,125,1784,0
368,170,1785,1198
830,380,1786,0
368,170,1787,879
511,235,1788,0
654,300,1789,1022
368,170,1790,0
269,125,1791,450
181,85,1792,0
401,185,1793,1055
654,300,1794,0
247,115,1795,450
203,95,1796,0
1083,495,1797,1297
214,100,1798,0
346,160,1799,813
467,215,1800,0
269,125,1801,527
258,120,1802,0
412,190,1803,1055
643,295,1804,0
489,225,1805,747
258,120,1806,0
203,95,1807,395
192,90,1808,0
225,105,1809,472
247,115,1810,0
335,155,1811,769
434,200,1812,0
401,185,1813,670
269,125,1814,0
324,150,1815,549
225,105,1816,0
401,185,1817,626
225,105,1818,0
434,200,1819,747
313,145,1820,0
170,80,1821,571
401,185,1822,0
566,260,1823,813
247,115,1824,0
368,170,1825,857
489,225,1826,0
170,80,1827,384
214,100,1828,0
203,95,1829,472
269,125,1830,0
401,185,1831,593
192,90,1832,0
192,90,1833,593
401,185,1834,0
302,140,1835,626
324,150,1836,0
335,155,1837,648
313,145,1838,0
379,175,1839,747
368,170,1840,0
324,150,1841,703
379,175,1842,0
258,120,1843,659
401,185,1844,0
258,120,1845,648
390,180,1846,0
269,125,1847,527
258,120,1848,0
236,110,1849,461
225,105,1850,0
313,145,1851,747
434,200,1852,0
654,300,1853,1055
401,185,1854,0
346,160,1855,769
423,195,1856,0
192,90,1857,846
654,300,1858,0
401,185,1859,670
269,125,1860,0
258,120,1861,769
511,235,1862,0
346,160,1863,538
192,90,1864,0
401,185,1865,1044
643,295,1866,0
599,275,1867,945
346,160,1868,0
269,125,1869,505
236,110,1870,0
335,155,1871,571
236,110,1872,0
236,110,1873,648
412,190,1874,0
412,190,1875,659
247,115,1876,0
984,450,1877,1220
236,110,1878,0
302,140,1879,527
225,105,1880,0
170,80,1881,582
412,190,1882,0
258,120,1883,659
401,185,1884,0
478,220,1885,791
313,145,1886,0
841,385,1887,1110
269,125,1888,0
269,125,1889,582
313,145,1890,0
478,220,1891,725
247,115,1892,0
984,450,1893,1286
302,140,1894,0
214,100,1895,384
170,80,1896,0
346,160,1897,747
401,185,1898,0
324,150,1899,758
434,200,1900,0
401,185,1901,802
401,185,1902,0
236,110,1903,461
225,105,1904,0
401,185,1905,626
225,105,1906,0
368,170,1907,769
401,185,1908,0
423,195,1909,824
401,185,1910,0
401,185,1911,890
489,225,1912,0
269,125,1913,604
335,155,1914,0
555,255,1915,967
412,190,1916,0
412,190,1917,1495
1083,495,1918,0
269,125,1919,505
236,110,1920,0
401,185,1921,626
225,105,1922,0
247,115,1923,615
368,170,1924,0
401,185,1925,571
170,80,1926,0
412,190,1927,824
412,190,1928,0
401,185,1929,670
269,125,1930,0
489,225,1931,659
170,80,1932,0
269,125,1933,912
643,295,1934,0
313,145,1935,934
621,285,1936,0
390,180,1937,659
269,125,1938,0
192,90,1939,813
621,285,1940,0
269,125,1941,604
335,155,1942,0
269,125,1943,714
445,205,1944,0
434,200,1945,835
401,185,1946,0
269,125,1947,736
467,215,1948,0
390,180,1949,813
423,195,1950,0
412,190,1951,659
247,115,1952,0
148,70,1953,681
533,245,1954,0
192,90,1955,681
489,225,1956,0
401,185,1957,571
170,80,1958,0
390,180,1959,714
324,150,1960,0
258,120,1961,527
269,125,1962,0
368,170,1963,549
181,85,1964,0
269,125,1965,637
368,170,1966,0
434,200,1967,780
346,160,1968,0
599,275,1969,813
214,100,1970,0
302,140,1971,560
258,120,1972,0
401,185,1973,813
412,190,1974,0
566,260,1975,780
214,100,1976,0
269,125,1977,637
368,170,1978,0
390,180,1979,791
401,185,1980,0
269,125,1981,571
302,140,1982,0
335,155,1983,747
412,190,1984,0
401,185,1985,1231
830,380,1986,0
236,110,1987,670
434,200,1988,0
170,80,1989,329
159,75,1990,0
214,100,1991,362
148,70,1992,0
258,120,1993,626
368,170,1994,0
445,205,1995,846
401,185,1996,0
313,145,1997,582
269,125,1998,0
225,105,1999,571
346,160,2000,0
214,100,2001,560
346,160,2002,0
214,100,2003,868
654,300,2004,0
236,110,2005,637
401,185,2006,0
478,220,2007,824
346,160,2008,0
346,160,2009,516
170,80,2010,0
841,385,2011,1055
214,100,2012,0
401,185,2013,824
423,195,2014,0
984,450,2015,1330
346,160,2016,0
214,100,2017,626
412,190,2018,0
214,100,2019,428
214,100,2020,0
203,95,2021,736
533,245,2022,0
170,80,2023,659
489,225,2024,0
423,195,2025,978
555,255,2026,0
269,125,2027,670
401,185,2028,0
269,125,2029,527
258,120,2030,0
401,185,2031,593
192,90,2032,0
214,100,2033,406
192,90,2034,0
401,185,2035,593
192,90,2036,0
401,185,2037,802
401,185,2038,0
489,225,2039,1143
654,300,2040,0
203,95,2041,637
434,200,2042,0
401,185,2043,582
181,85,2044,0
269,125,2045,461
192,90,2046,0
654,300,2047,1638
984,450,2048,0
401,185,2049,615
214,100,2050,0
841,385,2051,1242
401,185,2052,0
467,215,2053,879
412,190,2054,0
192,90,2055,626
434,200,2056,0
236,110,2057,802
566,260,2058,0
401,185,2059,1110
709,325,2060,0
445,205,2061,923
478,220,2062,0
335,155,2063,934
599,275,2064,0
236,110,2065,483
247,115,2066,0
148,70,2067,1132
984,450,2068,0
357,165,2069,758
401,185,2070,0
467,215,2071,692
225,105,2072,0
302,140,2073,571
269,125,2074,0
368,170,2075,637
269,125,2076,0
489,225,2077,1132
643,295,2078,0
192,90,2079,395
203,95,2080,0
401,185,2081,593
192,90,2082,0
401,185,2083,1055
654,300,2084,0
192,90,2085,340
148,70,2086,0
225,105,2087,494
269,125,2088,0
401,185,2089,1055
654,300,2090,0
434,200,2091,747
313,145,2092,0
247,115,2093,615
368,170,2094,0
599,275,2095,813
214,100,2096,0
170,80,2097,417
247,115,2098,0
434,200,2099,1088
654,300,2100,0
214,100,2101,615
401,185,2102,0
423,195,2103,725
302,140,2104,0
170,80,2105,769
599,275,2106,0
599,275,2107,1253
654,300,2108,0
423,195,2109,1264
841,385,2110,0
269,125,2111,538
269,125,2112,0
1083,495,2113,1275
192,90,2114,0
368,170,2115,1451
1083,495,2116,0
434,200,2117,769
335,155,2118,0
335,155,2119,604
269,125,2120,0
335,155,2121,582
247,115,2122,0
401,185,2123,549
148,70,2124,0
225,105,2125,494
269,125,2126,0
335,155,2127,681
346,160,2128,0
412,190,2129,582
170,80,2130,0
269,125,2131,516
247,115,2132,0
467,215,2133,1297
830,380,2134,0
489,225,2135,758
269,125,2136,0
192,90,2137,582
390,180,2138,0
654,300,2139,1066
412,190,2140,0
335,155,2141,604
269,125,2142,0
511,235,2143,912
401,185,2144,0
148,70,2145,516
368,170,2146,0
533,245,2147,934
401,185,2148,0
401,185,2149,593
192,90,2150,0
214,100,2151,527
313,145,2152,0
269,125,2153,670
401,185,2154,0
335,155,2155,736
401,185,2156,0
643,295,2157,989
346,160,2158,0
533,245,2159,780
247,115,2160,0
401,185,2161,703
302,140,2162,0
368,170,2163,626
258,120,2164,0
423,195,2165,692
269,125,2166,0
313,145,2167,560
247,115,2168,0
170,80,2169,395
225,105,2170,0
291,135,2171,703
412,190,2172,0
247,115,2173,505
258,120,2174,0
467,215,2175,791
324,150,2176,0
302,140,2177,703
401,185,2178,0
302,140,2179,692
390,180,2180,0
302,140,2181,527
225,105,2182,0
401,185,2183,769
368,170,2184,0
368,170,2185,538
170,80,2186,0
368,170,2187,703
335,155,2188,0
412,190,2189,725
313,145,2190,0
621,285,2191,835
214,100,2192,0
599,275,2193,1088
489,225,2194,0
214,100,2195,505
291,135,2196,0
181,85,2197,582
401,185,2198,0
654,300,2199,1253
599,275,2200,0
434,200,2201,703
269,125,2202,0
401,185,2203,1055
654,300,2204,0
269,125,2205,637
368,170,2206,0
401,185,2207,1044
643,295,2208,0
236,110,2209,461
225,105,2210,0
368,170,2211,857
489,225,2212,0
346,160,2213,593
247,115,2214,0
379,175,2215,637
258,120,2216,0
368,170,2217,791
423,195,2218,0
335,155,2219,604
269,125,2220,0
467,215,2221,978
511,235,2222,0
368,170,2223,736
368,170,2224,0
401,185,2225,802
401,185,2226,0
269,125,2227,1110
841,385,2228,0
434,200,2229,648
214,100,2230,0
192,90,2231,593
401,185,2232,0
368,170,2233,670
302,140,2234,0
445,205,2235,758
313,145,2236,0
489,225,2237,1055
566,260,2238,0
489,225,2239,890
401,185,2240,0
148,70,2241,296
148,70,2242,0
346,160,2243,615
269,125,2244,0
335,155,2245,560
225,105,2246,0
401,185,2247,802
401,185,2248,0
335,155,2249,560
225,105,2250,0
401,185,2251,703
302,140,2252,0
225,105,2253,791
566,260,2254,0
830,380,2255,1077
247,115,2256,0
401,185,2257,582
181,85,2258,0
214,100,2259,582
368,170,2260,0
467,215,2261,714
247,115,2262,0
401,185,2263,670
269,125,2264,0
192,90,2265,593
401,185,2266,0
368,170,2267,615
247,115,2268,0
423,195,2269,813
390,180,2270,0
225,105,2271,626
401,185,2272,0
412,190,2273,813
401,185,2274,0
654,300,2275,1638
984,450,2276,0
401,185,2277,582
181,85,2278,0
401,185,2279,714
313,145,2280,0
401,185,2281,670
269,125,2282,0
258,120,2283,659
401,185,2284,0
489,225,2285,923
434,200,2286,0
313,145,2287,714
401,185,2288,0
170,80,2289,659
489,225,2290,0
170,80,2291,516
346,160,2292,0
841,385,2293,1253
412,190,2294,0
368,170,2295,637
269,125,2296,0
335,155,2297,824
489,225,2298,0
269,125,2299,637
368,170,2300,0
181,85,2301,351
170,80,2302,0
368,170,2303,769
401,185,2304,0
401,185,2305,626
225,105,2306,0
269,125,2307,758
489,225,2308,0
324,150,2309,593
269,125,2310,0
401,185,2311,802
401,185,2312,0
423,195,2313,593
170,80,2314,0
621,285,2315,923
302,140,2316,0
401,185,2317,626
225,105,2318,0
269,125,2319,681
412,190,2320,0
269,125,2321,681
412,190,2322,0
291,135,2323,593
302,140,2324,0
170,80,2325,571
401,185,2326,0
643,295,2327,1011
368,170,2328,0
225,105,2329,791
566,260,2330,0
203,95,2331,494
291,135,2332,0
390,180,2333,560
170,80,2334,0
621,285,2335,1044
423,195,2336,0
335,155,2337,868
533,245,2338,0
423,195,2339,912
489,225,2340,0
599,275,2341,1000
401,185,2342,0
511,235,2343,1154
643,295,2344,0
236,110,2345,1077
841,385,2346,0
841,385,2347,1242
401,185,2348,0
335,155,2349,1165
830,380,2350,0
302,140,2351,780
478,220,2352,0
346,160,2353,538
192,90,2354,0
1083,495,2355,1495
412,190,2356,0
401,185,2357,670
269,125,2358,0
170,80,2359,505
335,155,2360,0
225,105,2361,472
247,115,2362,0
401,185,2363,1242
841,385,2364,0
159,75,2365,549
390,180,2366,0
346,160,2367,769
423,195,2368,0
302,140,2369,637
335,155,2370,0
621,285,2371,813
192,90,2372,0
214,100,2373,395
181,85,2374,0
401,185,2375,802
401,185,2376,0
346,160,2377,714
368,170,2378,0
335,155,2379,736
401,185,2380,0
643,295,2381,901
258,120,2382,0
269,125,2383,912
643,295,2384,0
445,205,2385,692
247,115,2386,0
346,160,2387,538
192,90,2388,0
247,115,2389,549
302,140,2390,0
269,125,2391,417
148,70,2392,0
423,195,2393,670
247,115,2394,0
236,110,2395,604
368,170,2396,0
192,90,2397,1022
830,380,2398,0
401,185,2399,846
445,205,2400,0
753,345,2401,1154
401,185,2402,0
236,110,2403,637
401,185,2404,0
236,110,2405,648
412,190,2406,0
346,160,2407,615
269,125,2408,0
401,185,2409,1044
643,295,2410,0
192,90,2411,538
346,160,2412,0
401,185,2413,802
401,185,2414,0
841,385,2415,1209
368,170,2416,0
170,80,2417,384
214,100,2418,0
181,85,2419,373
192,90,2420,0
302,140,2421,714
412,190,2422,0
269,125,2423,692
423,195,2424,0
401,185,2425,1055
654,300,2426,0
621,285,2427,879
258,120,2428,0
258,120,2429,703
445,205,2430,0
434,200,2431,835
401,185,2432,0
192,90,2433,593
401,185,2434,0
412,190,2435,813
401,185,2436,0
1083,495,2437,1308
225,105,2438,0
192,90,2439,538
346,160,2440,0
236,110,2441,428
192,90,2442,0
225,105,2443,626
401,185,2444,0
214,100,2445,615
401,185,2446,0
346,160,2447,758
412,190,2448,0
269,125,2449,670
401,185,2450,0
401,185,2451,670
269,125,2452,0
313,145,2453,659
346,160,2454,0
566,260,2455,967
401,185,2456,0
599,275,2457,835
236,110,2458,0
269,125,2459,604
335,155,2460,0
192,90,2461,835
643,295,2462,0
401,185,2463,813
412,190,2464,0
225,105,2465,714
489,225,2466,0
192,90,2467,439
247,115,2468,0
269,125,2469,527
258,120,2470,0
225,105,2471,692
467,215,2472,0
511,235,2473,978
467,215,2474,0
412,190,2475,626
214,100,2476,0
434,200,2477,703
269,125,2478,0
192,90,2479,340
148,70,2480,0
258,120,2481,494
236,110,2482,0
401,185,2483,747
346,160,2484,0
401,185,2485,615
214,100,2486,0
423,195,2487,725
302,140,2488,0
214,100,2489,615
401,185,2490,0
478,220,2491,791
313,145,2492,0
533,245,2493,879
346,160,2494,0
984,450,2495,1407
423,195,2496,0
643,295,2497,857
214,100,2498,0
412,190,2499,813
401,185,2500,0
489,225,2501,681
192,90,2502,0
467,215,2503,868
401,185,2504,0
599,275,2505,989
390,180,2506,0
269,125,2507,604
335,155,2508,0
709,325,2509,879
170,80,2510,0
214,100,2511,582
368,170,2512,0
489,225,2513,747
258,120,2514,0
258,120,2515,505
247,115,2516,0
203,95,2517,505
302,140,2518,0
192,90,2519,1176
984,450,2520,0
269,125,2521,703
434,200,2522,0
269,125,2523,582
313,145,2524,0
599,275,2525,1253
654,300,2526,0
478,220,2527,670
192,90,2528,0
368,170,2529,604
236,110,2530,0
401,185,2531,1044
643,295,2532,0
247,115,2533,1330
1083,495,2534,0
170,80,2535,659
489,225,2536,0
830,380,2537,1253
423,195,2538,0
269,125,2539,912
643,295,2540,0
489,225,2541,758
269,125,2542,0
225,105,2543,758
533,245,2544,0
291,135,2545,1132
841,385,2546,0
346,160,2547,637
291,135,2548,0
1083,495,2549,1341
258,120,2550,0
148,70,2551,340
192,90,2552,0
423,195,2553,835
412,190,2554,0
368,170,2555,857
489,225,2556,0
291,135,2557,1275
984,450,2558,0
236,110,2559,637
401,185,2560,0
401,185,2561,802
401,185,2562,0
313,145,2563,637
324,150,2564,0
181,85,2565,582
401,185,2566,0
236,110,2567,725
489,225,2568,0
203,95,2569,505
302,140,2570,0
412,190,2571,923
511,235,2572,0
401,185,2573,582
181,85,2574,0
643,295,2575,879
236,110,2576,0
401,185,2577,637
236,110,2578,0
401,185,2579,769
368,170,2580,0
258,120,2581,472
214,100,2582,0
654,300,2583,1220
566,260,2584,0
225,105,2585,571
346,160,2586,0
401,185,2587,593
192,90,2588,0
269,125,2589,670
401,185,2590,0
335,155,2591,890
555,255,2592,0
192,90,2593,670
478,220,2594,0
346,160,2595,670
324,150,2596,0
412,190,2597,1396
984,450,2598,0
412,190,2599,780
368,170,2600,0
467,215,2601,780
313,145,2602,0
192,90,2603,593
401,185,2604,0
247,115,2605,516
269,125,2606,0
236,110,2607,472
236,110,2608,0
533,245,2609,934
401,185,2610,0
170,80,2611,571
401,185,2612,0
489,225,2613,824
335,155,2614,0
291,135,2615,461
170,80,2616,0
423,195,2617,956
533,245,2618,0
412,190,2619,780
368,170,2620,0
511,235,2621,703
192,90,2622,0
841,385,2623,1242
401,185,2624,0
291,135,2625,703
412,190,2626,0
467,215,2627,703
236,110,2628,0
368,170,2629,615
247,115,2630,0
225,105,2631,527
302,140,2632,0
566,260,2633,901
335,155,2634,0
401,185,2635,890
489,225,2636,0
423,195,2637,824
401,185,2638,0
181,85,2639,395
214,100,2640,0
401,185,2641,978
577,265,2642,0
302,140,2643,604
302,140,2644,0
324,150,2645,549
225,105,2646,0
984,450,2647,1473
489,225,2648,0
203,95,2649,494
291,135,2650,0
258,120,2651,670
412,190,2652,0
423,195,2653,1264
841,385,2654,0
302,140,2655,703
401,185,2656,0
247,115,2657,483
236,110,2658,0
841,385,2659,1033
192,90,2660,0
478,220,2661,1044
566,260,2662,0
269,125,2663,604
335,155,2664,0
401,185,2665,1231
830,380,2666,0
313,145,2667,780
467,215,2668,0
830,380,2669,1176
346,160,2670,0
401,185,2671,813
412,190,2672,0
511,235,2673,692
181,85,2674,0
225,105,2675,626
401,185,2676,0
489,225,2677,791
302,140,2678,0
401,185,2679,1154
753,345,2680,0
214,100,2681,505
291,135,2682,0
401,185,2683,549
148,70,2684,0
566,260,2685,769
203,95,2686,0
313,145,2687,714
401,185,2688,0
643,295,2689,1627
984,450,2690,0
269,125,2691,604
335,155,2692,0
401,185,2693,813
412,190,2694,0
214,100,2695,439
225,105,2696,0
423,195,2697,637
214,100,2698,0
654,300,2699,824
170,80,2700,0
401,185,2701,582
181,85,2702,0
258,120,2703,505
247,115,2704,0
170,80,2705,417
247,115,2706,0
368,170,2707,670
302,140,2708,0
401,185,2709,769
368,170,2710,0
247,115,2711,670
423,195,2712,0
258,120,2713,1011
753,345,2714,0
368,170,2715,516
148,70,2716,0
654,300,2717,1055
401,185,2718,0
841,385,2719,1099
258,120,2720,0
1083,495,2721,1429
346,160,2722,0
489,225,2723,890
401,185,2724,0
225,105,2725,659
434,200,2726,0
390,180,2727,791
401,185,2728,0
258,120,2729,428
170,80,2730,0
335,155,2731,538
203,95,2732,0
302,140,2733,659
357,165,2734,0
335,155,2735,703
368,170,2736,0
753,345,2737,1011
258,120,2738,0
247,115,2739,571
324,150,2740,0
247,115,2741,505
258,120,2742,0
148,70,2743,296
148,70,2744,0
258,120,2745,406
148,70,2746,0
423,195,2747,659
236,110,2748,0
368,170,2749,857
489,225,2750,0
192,90,2751,593
401,185,2752,0
346,160,2753,945
599,275,2754,0
170,80,2755,406
236,110,2756,0
258,120,2757,571
313,145,2758,0
643,295,2759,989
346,160,2760,0
423,195,2761,725
302,140,2762,0
511,235,2763,879
368,170,2764,0
555,255,2765,857
302,140,2766,0
434,200,2767,1011
577,265,2768,0
478,220,2769,912
434,200,2770,0
412,190,2771,835
423,195,2772,0
247,115,2773,648
401,185,2774,0
236,110,2775,428
192,90,2776,0
269,125,2777,516
247,115,2778,0
324,150,2779,560
236,110,2780,0
225,105,2781,582
357,165,2782,0
148,70,2783,461
313,145,2784,0
489,225,2785,736
247,115,2786,0
247,115,2787,615
368,170,2788,0
621,285,2789,890
269,125,2790,0
368,170,2791,791
423,195,2792,0
148,70,2793,615
467,215,2794,0
412,190,2795,1242
830,380,2796,0
357,165,2797,725
368,170,2798,0
181,85,2799,417
236,110,2800,0
247,115,2801,439
192,90,2802,0
192,90,2803,461
269,125,2804,0
566,260,2805,1220
654,300,2806,0
269,125,2807,868
599,275,2808,0
192,90,2809,384
192,90,2810,0
335,155,2811,736
401,185,2812,0
269,125,2813,670
401,185,2814,0
192,90,2815,593
401,185,2816,0
467,215,2817,725
258,120,2818,0
291,135,2819,472
181,85,2820,0
467,215,2821,725
258,120,2822,0
841,385,2823,1055
214,100,2824,0
302,140,2825,703
401,185,2826,0
236,110,2827,1077
841,385,2828,0
412,190,2829,582
170,80,2830,0
247,115,2831,901
654,300,2832,0
258,120,2833,571
313,145,2834,0
181,85,2835,406
225,105,2836,0
302,140,2837,703
401,185,2838,0
709,325,2839,1198
489,225,2840,0
346,160,2841,780
434,200,2842,0
269,125,2843,461
192,90,2844,0
269,125,2845,527
258,120,2846,0
511,235,2847,681
170,80,2848,0
401,185,2849,769
368,170,2850,0
984,450,2851,1253
269,125,2852,0
401,185,2853,791
390,180,2854,0
643,295,2855,1088
445,205,2856,0
401,185,2857,967
566,260,2858,0
247,115,2859,483
236,110,2860,0
412,190,2861,670
258,120,2862,0
324,150,2863,1308
984,450,2864,0
269,125,2865,670
401,185,2866,0
181,85,2867,439
258,120,2868,0
654,300,2869,1044
390,180,2870,0
489,225,2871,978
489,225,2872,0
753,345,2873,1022
269,125,2874,0
269,125,2875,516
247,115,2876,0
302,140,2877,527
225,105,2878,0
841,385,2879,1275
434,200,2880,0
181,85,2881,494
313,145,2882,0
269,125,2883,1253
984,450,2884,0
192,90,2885,593
401,185,2886,0
225,105,2887,560
335,155,2888,0
423,195,2889,824
401,185,2890,0
269,125,2891,582
313,145,2892,0
467,215,2893,1110
643,295,2894,0
599,275,2895,1077
478,220,2896,0
247,115,2897,648
401,185,2898,0
214,100,2899,637
423,195,2900,0
368,170,2901,934
566,260,2902,0
654,300,2903,956
302,140,2904,0
269,125,2905,670
401,185,2906,0
236,110,2907,725
489,225,2908,0
401,185,2909,1385
984,450,2910,0
269,125,2911,670
401,185,2912,0
148,70,2913,296
148,70,2914,0
258,120,2915,626
368,170,2916,0
368,170,2917,604
236,110,2918,0
467,215,2919,736
269,125,2920,0
269,125,2921,593
324,150,2922,0
401,185,2923,648
247,115,2924,0
1083,495,2925,1704
621,285,2926,0
170,80,2927,483
313,145,2928,0
269,125,2929,703
434,200,2930,0
170,80,2931,571
401,185,2932,0
225,105,2933,879
654,300,2934,0
269,125,2935,626
357,165,2936,0
478,220,2937,670
192,90,2938,0
368,170,2939,736
368,170,2940,0
236,110,2941,791
555,255,2942,0
489,225,2943,978
489,225,2944,0
984,450,2945,1220
236,110,2946,0
313,145,2947,703
390,180,2948,0
346,160,2949,615
269,125,2950,0
643,295,2951,890
247,115,2952,0
269,125,2953,802
533,245,2954,0
643,295,2955,978
335,155,2956,0
269,125,2957,604
335,155,2958,0
324,150,2959,615
291,135,2960,0
203,95,2961,505
302,140,2962,0
214,100,2963,439
225,105,2964,0
401,185,2965,714
313,145,2966,0
225,105,2967,637
412,190,2968,0
170,80,2969,395
225,105,2970,0
335,155,2971,560
225,105,2972,0
170,80,2973,395
225,105,2974,0
412,190,2975,648
236,110,2976,0
511,235,2977,923
412,190,2978,0
566,260,2979,1000
434,200,2980,0
236,110,2981,505
269,125,2982,0
511,235,2983,857
346,160,2984,0
984,450,2985,1198
214,100,2986,0
478,220,2987,1011
533,245,2988,0
423,195,2989,615
192,90,2990,0
489,225,2991,890
401,185,2992,0
423,195,2993,824
401,185,2994,0
313,145,2995,648
335,155,2996,0
533,245,2997,780
247,115,2998,0
984,450,2999,1198
214,100,3000,0
170,80,3001,340
170,80,3002,0
434,200,3003,780
346,160,3004,0
654,300,3005,1022
368,170,3006,0
247,115,3007,428
181,85,3008,0
489,225,3009,1473
984,450,3010,0
401,185,3011,890
489,225,3012,0
654,300,3013,1121
467,215,3014,0
192,90,3015,747
555,255,3016,0
214,100,3017,461
247,115,3018,0
302,140,3019,549
247,115,3020,0
170,80,3021,571
401,185,3022,0
181,85,3023,1264
1083,495,3024,0
401,185,3025,626
225,105,3026,0
401,185,3027,802
401,185,3028,0
269,125,3029,681
412,190,3030,0
247,115,3031,505
258,120,3032,0
258,120,3033,659
401,185,3034,0
984,450,3035,1253
269,125,3036,0
423,195,3037,989
566,260,3038,0
643,295,3039,901
258,120,3040,0
401,185,3041,648
247,115,3042,0
148,70,3043,461
313,145,3044,0
423,195,3045,824
401,185,3046,0
236,110,3047,670
434,200,3048,0
533,245,3049,725
192,90,3050,0
335,155,3051,670
335,155,3052,0
753,345,3053,923
170,80,3054,0
236,110,3055,549
313,145,3056,0
434,200,3057,923
489,225,3058,0
984,450,3059,1143
159,75,3060,0
412,190,3061,681
269,125,3062,0
401,185,3063,670
269,125,3064,0
401,185,3065,769
368,170,3066,0
236,110,3067,604
368,170,3068,0
192,90,3069,516
324,150,3070,0
269,125,3071,516
247,115,3072,0
258,120,3073,626
368,170,3074,0
269,125,3075,538
269,125,3076,0
423,195,3077,912
489,225,3078,0
192,90,3079,406
214,100,3080,0
423,195,3081,659
236,110,3082,0
335,155,3083,604
269,125,3084,0
192,90,3085,615
423,195,3086,0
346,160,3087,747
401,185,3088,0
269,125,3089,912
643,295,3090,0
401,185,3091,879
478,220,3092,0
346,160,3093,824
478,220,3094,0
203,95,3095,1286
1083,495,3096,0
236,110,3097,505
269,125,3098,0
247,115,3099,417
170,80,3100,0
401,185,3101,802
401,185,3102,0
236,110,3103,791
555,255,3104,0
269,125,3105,681
412,190,3106,0
302,140,3107,549
247,115,3108,0
489,225,3109,659
170,80,3110,0
368,170,3111,637
269,125,3112,0
412,190,3113,1396
984,450,3114,0
379,175,3115,912
533,245,3116,0
148,70,3117,461
313,145,3118,0
236,110,3119,648
412,190,3120,0
984,450,3121,1385
401,185,3122,0
225,105,3123,494
269,125,3124,0
170,80,3125,439
269,125,3126,0
401,185,3127,714
313,145,3128,0
489,225,3129,758
269,125,3130,0
368,170,3131,791
423,195,3132,0
412,190,3133,714
302,140,3134,0
401,185,3135,802
401,185,3136,0
401,185,3137,659
258,120,3138,0
401,185,3139,582
181,85,3140,0
533,245,3141,1088
555,255,3142,0
434,200,3143,703
269,125,3144,0
225,105,3145,626
401,185,3146,0
346,160,3147,967
621,285,3148,0
214,100,3149,791
577,265,3150,0
643,295,3151,1011
368,170,3152,0
566,260,3153,758
192,90,3154,0
577,265,3155,1066
489,225,3156,0
401,185,3157,615
214,100,3158,0
258,120,3159,527
269,125,3160,0
357,165,3161,703
346,160,3162,0
214,100,3163,582
368,170,3164,0
621,285,3165,1022
401,185,3166,0
346,160,3167,692
346,160,3168,0
302,140,3169,703
401,185,3170,0
258,120,3171,637
379,175,3172,0
390,180,3173,659
269,125,3174,0
841,385,3175,1242
401,185,3176,0
555,255,3177,1385
830,380,3178,0
401,185,3179,736
335,155,3180,0
