"Supply","Demand","period","newsupply"
566,260,3181,868
302,140,3182,0
247,115,3183,494
247,115,3184,0
335,155,3185,978
643,295,3186,0
434,200,3187,846
412,190,3188,0
368,170,3189,516
148,70,3190,0
368,170,3191,527
159,75,3192,0
412,190,3193,813
401,185,3194,0
577,265,3195,923
346,160,3196,0
313,145,3197,725
412,190,3198,0
214,100,3199,1044
830,380,3200,0
324,150,3201,1165
841,385,3202,0
170,80,3203,571
401,185,3204,0
401,185,3205,824
423,195,3206,0
401,185,3207,670
269,125,3208,0
841,385,3209,1330
489,225,3210,0
247,115,3211,593
346,160,3212,0
324,150,3213,637
313,145,3214,0
181,85,3215,582
401,185,3216,0
401,185,3217,802
401,185,3218,0
335,155,3219,604
269,125,3220,0
489,225,3221,923
434,200,3222,0
489,225,3223,736
247,115,3224,0
269,125,3225,637
368,170,3226,0
214,100,3227,615
401,185,3228,0
346,160,3229,604
258,120,3230,0
148,70,3231,362
214,100,3232,0
489,225,3233,714
225,105,3234,0
302,140,3235,516
214,100,3236,0
390,180,3237,791
401,185,3238,0
214,100,3239,780
566,260,3240,0
192,90,3241,593
401,185,3242,0
599,275,3243,769
170,80,3244,0
984,450,3245,1385
401,185,3246,0
269,125,3247,483
214,100,3248,0
489,225,3249,901
412,190,3250,0
236,110,3251,450
214,100,3252,0
368,170,3253,769
401,185,3254,0
434,200,3255,703
269,125,3256,0
401,185,3257,703
302,140,3258,0
841,385,3259,1330
489,225,3260,0
247,115,3261,483
236,110,3262,0
401,185,3263,769
368,170,3264,0
192,90,3265,1275
1083,495,3266,0
335,155,3267,505
170,80,3268,0
599,275,3269,1088
489,225,3270,0
302,140,3271,615
313,145,3272,0
225,105,3273,670
445,205,3274,0
170,80,3275,406
236,110,3276,0
401,185,3277,648
247,115,3278,0
203,95,3279,538
335,155,3280,0
401,185,3281,604
203,95,3282,0
841,385,3283,1209
368,170,3284,0
368,170,3285,582
214,100,3286,0
236,110,3287,461
225,105,3288,0
247,115,3289,593
346,160,3290,0
203,95,3291,472
269,125,3292,0
401,185,3293,802
401,185,3294,0
401,185,3295,670
269,125,3296,0
192,90,3297,813
621,285,3298,0
984,450,3299,1231
247,115,3300,0
841,385,3301,1176
335,155,3302,0
236,110,3303,604
368,170,3304,0
401,185,3305,648
247,115,3306,0
412,190,3307,582
170,80,3308,0
269,125,3309,593
324,150,3310,0
445,205,3311,615
170,80,3312,0
214,100,3313,637
423,195,3314,0
269,125,3315,439
170,80,3316,0
401,185,3317,1484
1083,495,3318,0
192,90,3319,384
192,90,3320,0
313,145,3321,725
412,190,3322,0
654,300,3323,890
236,110,3324,0
423,195,3325,648
225,105,3326,0
148,70,3327,340
192,90,3328,0
236,110,3329,461
225,105,3330,0
313,145,3331,802
489,225,3332,0
192,90,3333,1033
841,385,3334,0
401,185,3335,725
324,150,3336,0
258,120,3337,879
621,285,3338,0
401,185,3339,802
401,185,3340,0
621,285,3341,1132
511,235,3342,0
434,200,3343,857
423,195,3344,0
654,300,3345,923
269,125,3346,0
368,170,3347,582
214,100,3348,0
412,190,3349,670
258,120,3350,0
346,160,3351,516
170,80,3352,0
368,170,3353,923
555,255,3354,0
346,160,3355,747
401,185,3356,0
258,120,3357,571
313,145,3358,0
412,190,3359,582
170,80,3360,0
214,100,3361,791
577,265,3362,0
467,215,3363,890
423,195,3364,0
302,140,3365,472
170,80,3366,0
434,200,3367,857
423,195,3368,0
269,125,3369,560
291,135,3370,0
225,105,3371,472
247,115,3372,0
247,115,3373,516
269,125,3374,0
401,185,3375,571
170,80,3376,0
984,450,3377,1253
269,125,3378,0
335,155,3379,604
269,125,3380,0
258,120,3381,516
258,120,3382,0
412,190,3383,736
324,150,3384,0
379,175,3385,714
335,155,3386,0
346,160,3387,747
401,185,3388,0
148,70,3389,461
313,145,3390,0
654,300,3391,1165
511,235,3392,0
192,90,3393,725
533,245,3394,0
566,260,3395,736
170,80,3396,0
170,80,3397,571
401,185,3398,0
192,90,3399,593
401,185,3400,0
269,125,3401,450
181,85,3402,0
302,140,3403,1132
830,380,3404,0
841,385,3405,1055
214,100,3406,0
258,120,3407,901
643,295,3408,0
401,185,3409,1022
621,285,3410,0
412,190,3411,648
236,110,3412,0
654,300,3413,1055
401,185,3414,0
225,105,3415,494
269,125,3416,0
467,215,3417,890
423,195,3418,0
247,115,3419,604
357,165,3420,0
401,185,3421,758
357,165,3422,0
170,80,3423,648
478,220,3424,0
346,160,3425,758
412,190,3426,0
170,80,3427,681
511,235,3428,0
984,450,3429,1583
599,275,3430,0
170,80,3431,340
170,80,3432,0
302,140,3433,527
225,105,3434,0
577,265,3435,747
170,80,3436,0
412,190,3437,813
401,185,3438,0
324,150,3439,813
489,225,3440,0
357,165,3441,549
192,90,3442,0
346,160,3443,648
302,140,3444,0
203,95,3445,450
247,115,3446,0
335,155,3447,549
214,100,3448,0
830,380,3449,1319
489,225,3450,0
423,195,3451,780
357,165,3452,0
401,185,3453,648
247,115,3454,0
346,160,3455,747
401,185,3456,0
291,135,3457,857
566,260,3458,0
269,125,3459,516
247,115,3460,0
214,100,3461,571
357,165,3462,0
247,115,3463,406
159,75,3464,0
577,265,3465,978
401,185,3466,0
170,80,3467,582
412,190,3468,0
148,70,3469,516
368,170,3470,0
258,120,3471,769
511,235,3472,0
566,260,3473,967
401,185,3474,0
401,185,3475,747
346,160,3476,0
214,100,3477,461
247,115,3478,0
258,120,3479,912
654,300,3480,0
236,110,3481,637
401,185,3482,0
423,195,3483,978
555,255,3484,0
335,155,3485,703
368,170,3486,0
841,385,3487,1242
401,185,3488,0
181,85,3489,527
346,160,3490,0
346,160,3491,648
302,140,3492,0
269,125,3493,505
236,110,3494,0
401,185,3495,747
346,160,3496,0
401,185,3497,670
269,125,3498,0
489,225,3499,747
258,120,3500,0
247,115,3501,846
599,275,3502,0
148,70,3503,516
368,170,3504,0
258,120,3505,516
258,120,3506,0
467,215,3507,681
214,100,3508,0
291,135,3509,494
203,95,3510,0
368,170,3511,637
269,125,3512,0
170,80,3513,571
401,185,3514,0
335,155,3515,912
577,265,3516,0
368,170,3517,714
346,160,3518,0
247,115,3519,648
401,185,3520,0
269,125,3521,659
390,180,3522,0
478,220,3523,813
335,155,3524,0
269,125,3525,483
214,100,3526,0
984,450,3527,1407
423,195,3528,0
841,385,3529,1242
401,185,3530,0
654,300,3531,802
148,70,3532,0
412,190,3533,1396
984,450,3534,0
170,80,3535,824
654,300,3536,0
401,185,3537,626
225,105,3538,0
170,80,3539,373
203,95,3540,0
621,285,3541,1022
401,185,3542,0
269,125,3543,538
269,125,3544,0
302,140,3545,648
346,160,3546,0
654,300,3547,1231
577,265,3548,0
225,105,3549,593
368,170,3550,0
269,125,3551,461
192,90,3552,0
269,125,3553,747
478,220,3554,0
269,125,3555,670
401,185,3556,0
401,185,3557,802
401,185,3558,0
401,185,3559,802
401,185,3560,0
324,150,3561,967
643,295,3562,0
401,185,3563,670
269,125,3564,0
401,185,3565,703
302,140,3566,0
533,245,3567,945
412,190,3568,0
302,140,3569,703
401,185,3570,0
236,110,3571,406
170,80,3572,0
489,225,3573,890
401,185,3574,0
434,200,3575,846
412,190,3576,0
401,185,3577,648
247,115,3578,0
423,195,3579,659
236,110,3580,0
335,155,3581,648
313,145,3582,0
258,120,3583,681
423,195,3584,0
401,185,3585,824
423,195,3586,0
423,195,3587,659
236,110,3588,0
533,245,3589,791
258,120,3590,0
401,185,3591,802
401,185,3592,0
203,95,3593,472
269,125,3594,0
511,235,3595,857
346,160,3596,0
247,115,3597,890
643,295,3598,0
236,110,3599,417
181,85,3600,0
247,115,3601,516
269,125,3602,0
511,235,3603,934
423,195,3604,0
225,105,3605,626
401,185,3606,0
258,120,3607,626
368,170,3608,0
368,170,3609,1022
654,300,3610,0
247,115,3611,505
258,120,3612,0
368,170,3613,571
203,95,3614,0
313,145,3615,516
203,95,3616,0
269,125,3617,692
423,195,3618,0
269,125,3619,582
313,145,3620,0
335,155,3621,549
214,100,3622,0
412,190,3623,813
401,185,3624,0
335,155,3625,736
401,185,3626,0
247,115,3627,1088
841,385,3628,0
357,165,3629,780
423,195,3630,0
654,300,3631,1055
401,185,3632,0
324,150,3633,571
247,115,3634,0
203,95,3635,1044
841,385,3636,0
434,200,3637,648
214,100,3638,0
302,140,3639,670
368,170,3640,0
247,115,3641,516
269,125,3642,0
269,125,3643,615
346,160,3644,0
291,135,3645,824
533,245,3646,0
225,105,3647,428
203,95,3648,0
401,185,3649,890
489,225,3650,0
214,100,3651,604
390,180,3652,0
412,190,3653,714
302,140,3654,0
247,115,3655,461
214,100,3656,0
269,125,3657,670
401,185,3658,0
192,90,3659,428
236,110,3660,0
269,125,3661,527
258,120,3662,0
170,80,3663,571
401,185,3664,0
368,170,3665,769
401,185,3666,0
434,200,3667,802
368,170,3668,0
335,155,3669,989
654,300,3670,0
423,195,3671,1044
621,285,3672,0
269,125,3673,923
654,300,3674,0
401,185,3675,670
269,125,3676,0
566,260,3677,813
247,115,3678,0
214,100,3679,450
236,110,3680,0
324,150,3681,857
533,245,3682,0
423,195,3683,1506
1083,495,3684,0
654,300,3685,1000
346,160,3686,0
181,85,3687,362
181,85,3688,0
148,70,3689,549
401,185,3690,0
258,120,3691,659
401,185,3692,0
401,185,3693,626
225,105,3694,0
412,190,3695,879
467,215,3696,0
368,170,3697,1022
654,300,3698,0
269,125,3699,538
269,125,3700,0
643,295,3701,879
236,110,3702,0
225,105,3703,549
324,150,3704,0
412,190,3705,626
214,100,3706,0
269,125,3707,494
225,105,3708,0
533,245,3709,747
214,100,3710,0
1083,495,3711,1429
346,160,3712,0
643,295,3713,1011
368,170,3714,0
346,160,3715,527
181,85,3716,0
247,115,3717,505
258,120,3718,0
170,80,3719,1011
841,385,3720,0
225,105,3721,384
159,75,3722,0
324,150,3723,758
434,200,3724,0
225,105,3725,560
335,155,3726,0
236,110,3727,571
335,155,3728,0
489,225,3729,681
192,90,3730,0
643,295,3731,879
236,110,3732,0
434,200,3733,758
324,150,3734,0
401,185,3735,714
313,145,3736,0
489,225,3737,659
170,80,3738,0
302,140,3739,703
401,185,3740,0
170,80,3741,560
390,180,3742,0
412,190,3743,747
335,155,3744,0
401,185,3745,659
258,120,3746,0
258,120,3747,483
225,105,3748,0
412,190,3749,835
423,195,3750,0
258,120,3751,901
643,295,3752,0
621,285,3753,1022
401,185,3754,0
434,200,3755,659
225,105,3756,0
401,185,3757,692
291,135,3758,0
192,90,3759,505
313,145,3760,0
247,115,3761,890
643,295,3762,0
258,120,3763,461
203,95,3764,0
368,170,3765,615
247,115,3766,0
302,140,3767,703
401,185,3768,0
346,160,3769,714
368,170,3770,0
302,140,3771,560
258,120,3772,0
984,450,3773,2067
1083,495,3774,0
269,125,3775,494
225,105,3776,0
423,195,3777,692
269,125,3778,0
423,195,3779,835
412,190,3780,0
258,120,3781,527
269,125,3782,0
984,450,3783,1319
335,155,3784,0
401,185,3785,670
269,125,3786,0
236,110,3787,505
269,125,3788,0
324,150,3789,648
324,150,3790,0
753,345,3791,901
148,70,3792,0
1083,495,3793,1253
170,80,3794,0
533,245,3795,1176
643,295,3796,0
401,185,3797,802
401,185,3798,0
401,185,3799,758
357,165,3800,0
478,220,3801,736
258,120,3802,0
390,180,3803,791
401,185,3804,0
258,120,3805,450
192,90,3806,0
192,90,3807,450
258,120,3808,0
368,170,3809,769
401,185,3810,0
225,105,3811,461
236,110,3812,0
566,260,3813,956
390,180,3814,0
368,170,3815,802
434,200,3816,0
313,145,3817,714
401,185,3818,0
258,120,3819,835
577,265,3820,0
236,110,3821,582
346,160,3822,0
401,185,3823,615
214,100,3824,0
412,190,3825,978
566,260,3826,0
434,200,3827,835
401,185,3828,0
269,125,3829,868
599,275,3830,0
489,225,3831,1022
533,245,3832,0
324,150,3833,747
423,195,3834,0
434,200,3835,681
247,115,3836,0
269,125,3837,747
478,220,3838,0
258,120,3839,912
654,300,3840,0
489,225,3841,1143
654,300,3842,0
335,155,3843,549
214,100,3844,0
258,120,3845,571
313,145,3846,0
335,155,3847,681
346,160,3848,0
302,140,3849,472
170,80,3850,0
236,110,3851,571
335,155,3852,0
258,120,3853,659
401,185,3854,0
654,300,3855,868
214,100,3856,0
302,140,3857,670
368,170,3858,0
423,195,3859,681
258,120,3860,0
984,450,3861,1352
368,170,3862,0
401,185,3863,615
214,100,3864,0
269,125,3865,494
225,105,3866,0
390,180,3867,879
489,225,3868,0
335,155,3869,637
302,140,3870,0
346,160,3871,769
423,195,3872,0
654,300,3873,1209
555,255,3874,0
225,105,3875,934
709,325,3876,0
214,100,3877,384
170,80,3878,0
335,155,3879,758
423,195,3880,0
269,125,3881,604
335,155,3882,0
511,235,3883,912
401,185,3884,0
841,385,3885,1077
236,110,3886,0
214,100,3887,362
148,70,3888,0
335,155,3889,505
170,80,3890,0
236,110,3891,791
555,255,3892,0
401,185,3893,736
335,155,3894,0
412,190,3895,670
258,120,3896,0
1083,495,3897,1451
368,170,3898,0
214,100,3899,384
170,80,3900,0
654,300,3901,923
269,125,3902,0
302,140,3903,1286
984,450,3904,0
313,145,3905,736
423,195,3906,0
368,170,3907,615
247,115,3908,0
170,80,3909,791
621,285,3910,0
291,135,3911,560
269,125,3912,0
258,120,3913,912
654,300,3914,0
412,190,3915,659
247,115,3916,0
335,155,3917,989
654,300,3918,0
302,140,3919,538
236,110,3920,0
489,225,3921,659
170,80,3922,0
225,105,3923,571
346,160,3924,0
302,140,3925,703
401,185,3926,0
192,90,3927,615
423,195,3928,0
225,105,3929,637
412,190,3930,0
269,125,3931,670
401,185,3932,0
566,260,3933,923
357,165,3934,0
489,225,3935,758
269,125,3936,0
291,135,3937,703
412,190,3938,0
346,160,3939,747
401,185,3940,0
368,170,3941,802
434,200,3942,0
236,110,3943,538
302,140,3944,0
555,255,3945,769
214,100,3946,0
148,70,3947,714
566,260,3948,0
489,225,3949,901
412,190,3950,0
225,105,3951,648
423,195,3952,0
401,185,3953,593
192,90,3954,0
313,145,3955,549
236,110,3956,0
214,100,3957,615
401,185,3958,0
489,225,3959,890
401,185,3960,0
192,90,3961,439
247,115,3962,0
401,185,3963,626
225,105,3964,0
269,125,3965,923
654,300,3966,0
434,200,3967,648
214,100,3968,0
236,110,3969,637
401,185,3970,0
368,170,3971,780
412,190,3972,0
841,385,3973,1242
401,185,3974,0
192,90,3975,659
467,215,3976,0
841,385,3977,1198
357,165,3978,0
368,170,3979,637
269,125,3980,0
203,95,3981,692
489,225,3982,0
148,70,3983,373
225,105,3984,0
401,185,3985,736
335,155,3986,0
258,120,3987,494
236,110,3988,0
489,225,3989,1330
841,385,3990,0
214,100,3991,483
269,125,3992,0
291,135,3993,637
346,160,3994,0
225,105,3995,626
401,185,3996,0
269,125,3997,417
148,70,3998,0
302,140,3999,505
203,95,4000,0
489,225,4001,714
225,105,4002,0
599,275,4003,791
192,90,4004,0
412,190,4005,1033
621,285,4006,0
302,140,4007,769
467,215,4008,0
621,285,4009,890
269,125,4010,0
489,225,4011,758
269,125,4012,0
236,110,4013,648
412,190,4014,0
401,185,4015,747
346,160,4016,0
533,245,4017,791
258,120,4018,0
434,200,4019,835
401,185,4020,0
214,100,4021,615
401,185,4022,0
335,155,4023,1176
841,385,4024,0
192,90,4025,582
390,180,4026,0
566,260,4027,967
401,185,4028,0
401,185,4029,692
291,135,4030,0
984,450,4031,1385
401,185,4032,0
324,150,4033,835
511,235,4034,0
313,145,4035,659
346,160,4036,0
841,385,4037,1033
192,90,4038,0
368,170,4039,615
247,115,4040,0
313,145,4041,714
401,185,4042,0
984,450,4043,1407
423,195,4044,0
654,300,4045,890
236,110,4046,0
148,70,4047,417
269,125,4048,0
423,195,4049,692
269,125,4050,0
401,185,4051,802
401,185,4052,0
434,200,4053,1275
841,385,4054,0
258,120,4055,494
236,110,4056,0
401,185,4057,736
335,155,4058,0
225,105,4059,417
192,90,4060,0
225,105,4061,934
709,325,4062,0
159,75,4063,527
368,170,4064,0
423,195,4065,1000
577,265,4066,0
401,185,4067,802
401,185,4068,0
511,235,4069,681
170,80,4070,0
214,100,4071,560
346,160,4072,0
401,185,4073,637
236,110,4074,0
511,235,4075,835
324,150,4076,0
170,80,4077,461
291,135,4078,0
192,90,4079,681
489,225,4080,0
225,105,4081,483
258,120,4082,0
214,100,4083,538
324,150,4084,0
269,125,4085,538
269,125,4086,0
269,125,4087,494
225,105,4088,0
621,285,4089,1110
489,225,4090,0
214,100,4091,725
511,235,4092,0
346,160,4093,1176
830,380,4094,0
214,100,4095,450
236,110,4096,0
478,220,4097,747
269,125,4098,0
401,185,4099,615
214,100,4100,0
302,140,4101,1143
841,385,4102,0
181,85,4103,527
346,160,4104,0
236,110,4105,637
401,185,4106,0
511,235,4107,747
236,110,4108,0
214,100,4109,582
368,170,4110,0
192,90,4111,593
401,185,4112,0
324,150,4113,692
368,170,4114,0
269,125,4115,538
269,125,4116,0
258,120,4117,659
401,185,4118,0
368,170,4119,703
335,155,4120,0
214,100,4121,439
225,105,4122,0
401,185,4123,868
467,215,4124,0
225,105,4125,791
566,260,4126,0
170,80,4127,571
401,185,4128,0
203,95,4129,846
643,295,4130,0
269,125,4131,923
654,300,4132,0
368,170,4133,637
269,125,4134,0
225,105,4135,626
401,185,4136,0
841,385,4137,1165
324,150,4138,0
214,100,4139,1198
984,450,4140,0
423,195,4141,692
269,125,4142,0
269,125,4143,868
599,275,4144,0
236,110,4145,505
269,125,4146,0
566,260,4147,967
401,185,4148,0
148,70,4149,747
599,275,4150,0
467,215,4151,736
269,125,4152,0
841,385,4153,1308
467,215,4154,0
181,85,4155,670
489,225,4156,0
467,215,4157,824
357,165,4158,0
423,195,4159,637
214,100,4160,0
368,170,4161,637
269,125,4162,0
247,115,4163,670
423,195,4164,0
214,100,4165,648
434,200,4166,0
401,185,4167,890
489,225,4168,0
269,125,4169,670
401,185,4170,0
313,145,4171,725
412,190,4172,0
291,135,4173,703
412,190,4174,0
324,150,4175,626
302,140,4176,0
390,180,4177,791
401,185,4178,0
181,85,4179,582
401,185,4180,0
489,225,4181,835
346,160,4182,0
269,125,4183,615
346,160,4184,0
346,160,4185,758
412,190,4186,0
368,170,4187,1022
654,300,4188,0
412,190,4189,978
566,260,4190,0
269,125,4191,758
489,225,4192,0
302,140,4193,835
533,245,4194,0
302,140,4195,604
302,140,4196,0
577,265,4197,846
269,125,4198,0
390,180,4199,791
401,185,4200,0
192,90,4201,406
214,100,4202,0
225,105,4203,516
291,135,4204,0
269,125,4205,802
533,245,4206,0
841,385,4207,1110
269,125,4208,0
170,80,4209,384
214,100,4210,0
511,235,4211,912
401,185,4212,0
643,295,4213,813
170,80,4214,0
368,170,4215,604
236,110,4216,0
225,105,4217,648
423,195,4218,0
478,220,4219,670
192,90,4220,0
236,110,4221,505
269,125,4222,0
709,325,4223,945
236,110,4224,0
302,140,4225,714
412,190,4226,0
401,185,4227,846
445,205,4228,0
368,170,4229,637
269,125,4230,0
357,165,4231,571
214,100,4232,0
291,135,4233,714
423,195,4234,0
357,165,4235,1011
654,300,4236,0
555,255,4237,791
236,110,4238,0
434,200,4239,824
390,180,4240,0
346,160,4241,692
346,160,4242,0
566,260,4243,736
170,80,4244,0
313,145,4245,659
346,160,4246,0
489,225,4247,736
247,115,4248,0
621,285,4249,989
368,170,4250,0
258,120,4251,505
247,115,4252,0
368,170,4253,703
335,155,4254,0
203,95,4255,461
258,120,4256,0
401,185,4257,868
467,215,4258,0
335,155,4259,802
467,215,4260,0
368,170,4261,615
247,115,4262,0
984,450,4263,1407
423,195,4264,0
445,205,4265,1286
841,385,4266,0
203,95,4267,527
324,150,4268,0
225,105,4269,615
390,180,4270,0
511,235,4271,780
269,125,4272,0
247,115,4273,901
654,300,4274,0
313,145,4275,582
269,125,4276,0
269,125,4277,439
170,80,4278,0
511,235,4279,1165
654,300,4280,0
654,300,4281,978
324,150,4282,0
170,80,4283,538
368,170,4284,0
423,195,4285,659
236,110,4286,0
269,125,4287,670
401,185,4288,0
368,170,4289,857
489,225,4290,0
643,295,4291,912
269,125,4292,0
346,160,4293,1187
841,385,4294,0
412,190,4295,813
401,185,4296,0
269,125,4297,461
192,90,4298,0
302,140,4299,956
654,300,4300,0
269,125,4301,923
654,300,4302,0
269,125,4303,626
357,165,4304,0
170,80,4305,571
401,185,4306,0
313,145,4307,802
489,225,4308,0
368,170,4309,593
225,105,4310,0
324,150,4311,538
214,100,4312,0
1083,495,4313,1484
401,185,4314,0
489,225,4315,1473
984,450,4316,0
841,385,4317,1264
423,195,4318,0
269,125,4319,571
302,140,4320,0
214,100,4321,483
269,125,4322,0
434,200,4323,736
302,140,4324,0
401,185,4325,802
401,185,4326,0
390,180,4327,725
335,155,4328,0
269,125,4329,472
203,95,4330,0
324,150,4331,692
368,170,4332,0
247,115,4333,648
401,185,4334,0
335,155,4335,670
335,155,4336,0
830,380,4337,1143
313,145,4338,0
324,150,4339,516
192,90,4340,0
643,295,4341,1044
401,185,4342,0
357,165,4343,604
247,115,4344,0
225,105,4345,439
214,100,4346,0
841,385,4347,1253
412,190,4348,0
170,80,4349,516
346,160,4350,0
643,295,4351,879
236,110,4352,0
412,190,4353,780
368,170,4354,0
335,155,4355,989
654,300,4356,0
291,135,4357,692
401,185,4358,0
401,185,4359,659
258,120,4360,0
412,190,4361,1066
654,300,4362,0
621,285,4363,890
269,125,4364,0
533,245,4365,802
269,125,4366,0
423,195,4367,626
203,95,4368,0
379,175,4369,1363
984,450,4370,0
423,195,4371,824
401,185,4372,0
236,110,4373,593
357,165,4374,0
236,110,4375,461
225,105,4376,0
830,380,4377,1231
401,185,4378,0
368,170,4379,857
489,225,4380,0
511,235,4381,747
236,110,4382,0
236,110,4383,483
247,115,4384,0
984,450,4385,1341
357,165,4386,0
192,90,4387,1275
1083,495,4388,0
489,225,4389,890
401,185,4390,0
830,380,4391,1319
489,225,4392,0
401,185,4393,626
225,105,4394,0
236,110,4395,604
368,170,4396,0
841,385,4397,1330
489,225,4398,0
434,200,4399,1000
566,260,4400,0
423,195,4401,857
434,200,4402,0
258,120,4403,901
643,295,4404,0
148,70,4405,340
192,90,4406,0
434,200,4407,703
269,125,4408,0
258,120,4409,659
401,185,4410,0
247,115,4411,615
368,170,4412,0
214,100,4413,1044
830,380,4414,0
269,125,4415,494
225,105,4416,0
214,100,4417,417
203,95,4418,0
269,125,4419,670
401,185,4420,0
192,90,4421,593
401,185,4422,0
170,80,4423,439
269,125,4424,0
401,185,4425,648
247,115,4426,0
269,125,4427,516
247,115,4428,0
247,115,4429,516
269,125,4430,0
258,120,4431,681
423,195,4432,0
643,295,4433,813
170,80,4434,0
368,170,4435,758
390,180,4436,0
643,295,4437,1627
984,450,4438,0
401,185,4439,824
423,195,4440,0
313,145,4441,681
368,170,4442,0
302,140,4443,472
170,80,4444,0
346,160,4445,1330
984,450,4446,0
401,185,4447,659
258,120,4448,0
401,185,4449,1231
830,380,4450,0
401,185,4451,1022
621,285,4452,0
225,105,4453,714
489,225,4454,0
269,125,4455,604
335,155,4456,0
434,200,4457,703
269,125,4458,0
753,345,4459,1176
423,195,4460,0
258,120,4461,494
236,110,4462,0
236,110,4463,472
236,110,4464,0
423,195,4465,846
423,195,4466,0
434,200,4467,659
225,105,4468,0
269,125,4469,472
203,95,4470,0
313,145,4471,912
599,275,4472,0
214,100,4473,472
258,120,4474,0
170,80,4475,538
368,170,4476,0
368,170,4477,1011
643,295,4478,0
401,185,4479,670
269,125,4480,0
368,170,4481,703
335,155,4482,0
841,385,4483,1495
654,300,4484,0
841,385,4485,1330
489,225,4486,0
324,150,4487,714
390,180,4488,0
368,170,4489,670
302,140,4490,0
324,150,4491,582
258,120,4492,0
401,185,4493,670
269,125,4494,0
401,185,4495,670
269,125,4496,0
324,150,4497,747
423,195,4498,0
533,245,4499,824
291,135,4500,0
401,185,4501,802
401,185,4502,0
478,220,4503,967
489,225,4504,0
379,175,4505,824
445,205,4506,0
478,220,4507,747
269,125,4508,0
401,185,4509,802
401,185,4510,0
841,385,4511,1209
368,170,4512,0
203,95,4513,626
423,195,4514,0
203,95,4515,780
577,265,4516,0
269,125,4517,571
302,140,4518,0
247,115,4519,560
313,145,4520,0
401,185,4521,637
236,110,4522,0
423,195,4523,615
192,90,4524,0
401,185,4525,769
368,170,4526,0
423,195,4527,824
401,185,4528,0
368,170,4529,758
390,180,4530,0
269,125,4531,747
478,220,4532,0
225,105,4533,1066
841,385,4534,0
412,190,4535,626
214,100,4536,0
236,110,4537,648
412,190,4538,0
170,80,4539,571
401,185,4540,0
269,125,4541,494
225,105,4542,0
335,155,4543,846
511,235,4544,0
214,100,4545,747
533,245,4546,0
291,135,4547,934
643,295,4548,0
654,300,4549,1055
401,185,4550,0
401,185,4551,692
291,135,4552,0
346,160,4553,615
269,125,4554,0
379,175,4555,725
346,160,4556,0
412,190,4557,659
247,115,4558,0
1083,495,4559,1308
225,105,4560,0
841,385,4561,1231
390,180,4562,0
269,125,4563,494
225,105,4564,0
984,450,4565,1561
577,265,4566,0
225,105,4567,791
566,260,4568,0
170,80,4569,516
346,160,4570,0
401,185,4571,1044
643,295,4572,0
434,200,4573,626
192,90,4574,0
148,70,4575,516
368,170,4576,0
445,205,4577,791
346,160,4578,0
467,215,4579,714
247,115,4580,0
313,145,4581,967
654,300,4582,0
599,275,4583,857
258,120,4584,0
401,185,4585,1385
984,450,4586,0
214,100,4587,725
511,235,4588,0
984,450,4589,1968
984,450,4590,0
555,255,4591,956
401,185,4592,0
225,105,4593,846
621,285,4594,0
434,200,4595,670
236,110,4596,0
236,110,4597,538
302,140,4598,0
313,145,4599,725
412,190,4600,0
291,135,4601,560
269,125,4602,0
302,140,4603,615
313,145,4604,0
214,100,4605,384
170,80,4606,0
478,220,4607,868
390,180,4608,0
401,185,4609,626
225,105,4610,0
170,80,4611,373
203,95,4612,0
269,125,4613,912
643,295,4614,0
225,105,4615,593
368,170,4616,0
170,80,4617,461
291,135,4618,0
346,160,4619,714
368,170,4620,0
401,185,4621,802
401,185,4622,0
192,90,4623,439
247,115,4624,0
555,255,4625,901
346,160,4626,0
203,95,4627,604
401,185,4628,0
511,235,4629,978
467,215,4630,0
434,200,4631,923
489,225,4632,0
841,385,4633,1055
214,100,4634,0
324,150,4635,692
368,170,4636,0
379,175,4637,549
170,80,4638,0
192,90,4639,461
269,125,4640,0
401,185,4641,648
247,115,4642,0
324,150,4643,758
434,200,4644,0
192,90,4645,560
368,170,4646,0
654,300,4647,846
192,90,4648,0
269,125,4649,538
269,125,4650,0
225,105,4651,879
654,300,4652,0
423,195,4653,659
236,110,4654,0
346,160,4655,747
401,185,4656,0
258,120,4657,1242
984,450,4658,0
346,160,4659,615
269,125,4660,0
423,195,4661,824
401,185,4662,0
434,200,4663,1000
566,260,4664,0
170,80,4665,637
467,215,4666,0
445,205,4667,868
423,195,4668,0
1083,495,4669,1352
269,125,4670,0
269,125,4671,681
412,190,4672,0
269,125,4673,703
434,200,4674,0
654,300,4675,1022
368,170,4676,0
181,85,4677,351
170,80,4678,0
478,220,4679,780
302,140,4680,0
236,110,4681,582
346,160,4682,0
368,170,4683,714
346,160,4684,0
225,105,4685,483
258,120,4686,0
192,90,4687,769
577,265,4688,0
841,385,4689,1495
654,300,4690,0
423,195,4691,1264
841,385,4692,0
423,195,4693,912
489,225,4694,0
214,100,4695,428
214,100,4696,0
192,90,4697,637
445,205,4698,0
170,80,4699,505
335,155,4700,0
269,125,4701,615
346,160,4702,0
170,80,4703,439
269,125,4704,0
258,120,4705,659
401,185,4706,0
247,115,4707,681
434,200,4708,0
335,155,4709,890
555,255,4710,0
368,170,4711,703
335,155,4712,0
192,90,4713,461
269,125,4714,0
313,145,4715,714
401,185,4716,0
511,235,4717,835
324,150,4718,0
181,85,4719,835
654,300,4720,0
